         64870380 function calls (61106257 primitive calls) in 46.589 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       14    0.000    0.000    0.001    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/indexes/base.py:885(take)
       10    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/util/compat.py:414(__new__)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.print}
      102    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/enum.py:526(__new__)
      173    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/numpy/core/_asarray.py:88(asanyarray)
      100    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/dtypes/common.py:862(is_dtype_equal)
        2    0.000    0.000    0.268    0.134 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/frame.py:7302(merge)
       19    0.000    0.000    0.001    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/internals/blocks.py:257(make_block)
       65    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/numpy/core/fromnumeric.py:2986(ndim)
       97    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/dtypes/common.py:1063(is_unsigned_integer_dtype)
      216    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/internals/managers.py:171(ndim)
       19    0.000    0.000    1.626    0.086 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/series.py:4348(replace)
       71    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1203(_path_importer_cache)
      232    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/inspect.py:252(iscode)
        6    0.000    0.000    0.003    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/indexing.py:1042(_get_listlike_indexer)
       58    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
        2    0.000    0.000    0.026    0.013 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/reshape/merge.py:835(_get_join_indexers)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/exc.py:90(ObjectNotExecutableError)
        1    0.000    0.000    0.112    0.112 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/__init__.py:8(<module>)
        1    0.000    0.000    0.011    0.011 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/schema.py:30(<module>)
       25    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/indexes/base.py:4821(_maybe_promote)
        7    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/internals/blocks.py:3319(<listcomp>)
      190    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:859(__exit__)
        4    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/sorting.py:330(get_group_index_sorter)
       40    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/internals/managers.py:1857(_asarray_compat)
      174    0.000    0.000    0.000    0.000 {built-in method from_bytes}
      190    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:855(__enter__)
       58    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:401(_check_name_wrapper)
        6    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/indexing.py:1138(_validate_read_indexer)
       25    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/sre_compile.py:432(_generate_overlap_table)
       52    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/internals/managers.py:1558(dtype)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       58    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
      121    0.000    0.000    0.001    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/numpy/core/_methods.py:44(_any)
        2    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/numpy/lib/function_base.py:4225(delete)
      182    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       13    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       21    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/sre_compile.py:411(_mk_bitmap)
      125    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/internals/managers.py:342(<genexpr>)
       19    0.000    0.000    0.002    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/internals/concat.py:139(dtype)
       17    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_bool_array}
       72    0.000    0.000    0.001    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/dtypes/common.py:711(is_string_dtype)
       40    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/dtypes/common.py:1284(is_datetime_or_timedelta_dtype)
       19    0.000    0.000    0.337    0.018 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/internals/managers.py:580(astype)
        5    0.000    0.000    0.006    0.001 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/reshape/merge.py:554(__init__)
       22    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/nltk/tokenize/punkt.py:1606(_ortho_heuristic)
       62    0.000    0.000    0.013    0.000 <frozen importlib._bootstrap_external>:1272(find_spec)
        8    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/numpy/core/numeric.py:2299(array_equal)
       28    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/util/langhelpers.py:1343(__new__)
      162    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/dtypes/inference.py:353(<genexpr>)
       33    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/internals/concat.py:438(combine_concat_plans)
      126    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       25    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/numpy/core/numerictypes.py:602(find_common_type)
       63    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
        6    0.000    0.000    0.093    0.016 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/strings.py:1916(__init__)
       20    0.000    0.000    0.002    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/indexes/numeric.py:82(_shallow_copy)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/selectable.py:1215(Alias)
       57    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/generic.py:426(_get_axis)
       34    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/internals/managers.py:1582(external_values)
      162    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/util/compat.py:283(<lambda>)
     92/3    0.000    0.000    0.134    0.045 <frozen importlib._bootstrap>:211(_call_with_frames_removed)
       82    0.000    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:93(_path_isfile)
       89    0.000    0.000    0.012    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/re.py:232(compile)
       65    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ndim)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/base.py:466(ColumnCollection)
       84    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/event/legacy.py:59(_indent)
       38    0.000    0.000    1.213    0.032 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/generic.py:5246(_consolidate_inplace)
       46    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
       72    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/sre_compile.py:423(_simple)
      213    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/inspect.py:63(ismodule)
        8    0.000    0.000    0.001    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/indexes/base.py:3364(reindex)
       24    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/internals/managers.py:203(_is_single_block)
      157    0.000    0.000    0.002    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/nltk/tokenize/punkt.py:247(_word_tokenizer_re)
      157    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/nltk/tokenize/punkt.py:473(is_initial)
       21    0.000    0.000    0.003    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/util/deprecations.py:69(decorate)
       38    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        8    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/_config/config.py:109(_set_option)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/operators.py:11(<module>)
       47    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/sre_parse.py:76(__init__)
        4    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/series.py:4051(_reduce)
       86    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/util/langhelpers.py:847(__init__)
       76    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
       35    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/dtypes/dtypes.py:1040(construct_from_string)
       10    0.000    0.000    0.001    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/frame.py:832(items)
       40    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/generic.py:3358(_clear_item_cache)
       30    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
      113    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/sre_compile.py:595(isstring)
       38    0.000    0.000    1.114    0.029 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/internals/managers.py:919(consolidate)
        1    0.000    0.000    0.024    0.024 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/functions.py:10(<module>)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/util.py:10(<module>)
       61    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:311(__enter__)
       24    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/numpy/core/_asarray.py:300(<setcomp>)
       41    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/internals/managers.py:132(<listcomp>)
       52    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/series.py:467(dtype)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/util/compat.py:8(<module>)
       87    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/util/deprecations.py:193(repl)
        4    0.000    0.000    0.001    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/util/langhelpers.py:1536(__init__)
       87    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_int64}
       47    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/sre_parse.py:903(fix_flags)
       19    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/numpy/lib/function_base.py:2048(<listcomp>)
       12    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/common.py:99(is_bool_indexer)
       12    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/internals/blocks.py:319(getitem_block)
        1    0.000    0.000    0.003    0.003 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/util/langhelpers.py:11(<module>)
       55    0.000    0.000    0.000    0.000 {built-in method builtins.max}
   175/29    0.000    0.000    0.001    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/abc.py:141(__subclasscheck__)
       36    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/dtypes/common.py:1466(needs_i8_conversion)
       38    0.000    0.000    0.002    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/dtypes/inference.py:217(is_re_compilable)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/indexes/base.py:243(_inner_indexer)
        3    0.000    0.000    0.001    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/generic.py:4266(reindex)
        1    0.000    0.000    0.002    0.002 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/util/_collections.py:8(<module>)
      244    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:321(<genexpr>)
       38    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(atleast_2d)
        8    0.000    0.000    0.073    0.009 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/internals/managers.py:1691(create_block_manager_from_arrays)
        1    0.000    0.000    0.000    0.000 {pandas._libs.lib.dicts_to_array}
       14    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/posixpath.py:75(join)
       69    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:36(_relax_case)
       82    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/sre_parse.py:168(__setitem__)
        2    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/enum.py:890(<listcomp>)
       19    0.000    0.000    0.156    0.008 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/internals/concat.py:252(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/default_comparator.py:9(<module>)
      120    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/indexes/base.py:747(dtype)
       62    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        3    0.000    0.000   26.680    8.893 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/apply.py:144(get_result)
       18    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/_collections_abc.py:72(_check_methods)
       57    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/types.py:164(__get__)
       65    0.000    0.000    0.003    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/util/langhelpers.py:158(_exec_code_in_env)
      214    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
      163    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       76    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1404(_fill_cache)
      184    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/numpy/core/numerictypes.py:587(<listcomp>)
        3    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/gettext.py:474(find)
        5    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/dtypes/concat.py:33(get_dtype_kinds)
        5    0.000    0.000    0.270    0.054 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/reshape/merge.py:51(merge)
      450    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       63    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:151(__exit__)
       58    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:884(__init__)
        5    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/argparse.py:1322(add_argument)
       42    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/dtypes/dtypes.py:717(construct_from_string)
       24    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/base.py:130(__setattr__)
        5    0.000    0.000    0.001    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/dtypes/concat.py:497(_concat_index_asobject)
       19    0.000    0.000    0.337    0.018 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/internals/blocks.py:558(astype)
       17    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/internals/blocks.py:2777(is_bool)
        2    0.000    0.000    0.042    0.021 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/internals/construction.py:491(_list_to_arrays)
      133    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_1d_object_object}
       69    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/dtypes/inference.py:120(is_iterator)
        8    0.000    0.000    0.070    0.009 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/internals/managers.py:1823(_simple_blockify)
      130    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/sre_parse.py:81(groups)
       44    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ravel)
        7    0.000    0.000    0.484    0.069 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/numpy/core/shape_base.py:223(vstack)
      221    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/strings.py:1387(<lambda>)
        2    0.000    0.000    0.001    0.001 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/generic.py:1014(rename)
       80    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/internals/managers.py:1907(<lambda>)
        8    0.000    0.000    0.178    0.022 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/internals/construction.py:69(arrays_to_mgr)
        4    0.000    0.000    0.317    0.079 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/groupby/groupby.py:695(apply)
        2    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/enum.py:872(_decompose)
       19    0.000    0.000    1.504    0.079 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/numpy/lib/function_base.py:2063(__call__)
        6    0.000    0.000    0.093    0.016 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/accessor.py:171(__get__)
       25    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/indexes/base.py:1814(is_boolean)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/strings.py:2024(<listcomp>)
        5    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/indexes/range.py:83(__new__)
       39    0.000    0.000    0.001    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/util/deprecations.py:192(_sanitize_restructured_text)
        1    0.000    0.000    0.010    0.010 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/engine/base.py:7(<module>)
       62    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:792(find_spec)
        6    0.000    0.000    0.093    0.015 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/strings.py:1926(_validate)
      222    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/strings.py:2022(<genexpr>)
       27    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/generic.py:185(_init_mgr)
       30    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/util/langhelpers.py:1034(__new__)
       70    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/__init__.py:86(<genexpr>)
        1    0.000    0.000    0.007    0.007 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/ddl.py:11(<module>)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/compiler.py:427(SQLCompiler)
      176    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       27    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
        1    0.000    0.000    1.712    1.712 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/io/formats/csvs.py:155(save)
       23    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(bincount)
       71    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/internals/managers.py:646(is_consolidated)
       51    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
       27    0.000    0.000    0.001    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/re.py:297(_compile_repl)
       19    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/numpy/core/_ufunc_config.py:441(__enter__)
       19    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/numpy/core/_ufunc_config.py:446(__exit__)
       19    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/numpy/lib/function_base.py:2093(_get_ufunc_and_otypes)
       35    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/dtypes/dtypes.py:866(construct_from_string)
        3    0.000    0.000    0.001    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/internals/managers.py:1837(_multi_blockify)
        5    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/internals/construction.py:331(extract_index)
       13    0.000    0.000    0.017    0.001 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/internals/construction.py:587(convert)
        3    0.000    0.000    0.017    0.006 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/internals/construction.py:575(_convert_object_array)
       36    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/util/langhelpers.py:127(decorator)
       26    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/util/langhelpers.py:1294(__new__)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/io/formats/csvs.py:32(__init__)
       61    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:307(__init__)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1319(__init__)
       38    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/internals/concat.py:405(<genexpr>)
      150    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/util/compat.py:282(<lambda>)
        1    0.000    0.000    0.049    0.049 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/dml.py:10(<module>)
        1    0.000    0.000    0.028    0.028 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/sql/naming.py:11(<module>)
       20    0.000    0.000    0.000    0.000 {pandas._libs.internals.get_blkno_placements}
       29    0.000    0.000    0.000    0.000 {method 'add' of 'pandas._libs.internals.BlockPlacement' objects}
        2    0.000    0.000    0.000    0.000 {built-in method psycopg2._psycopg.parse_dsn}
       21    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/sre_compile.py:492(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/logging/__init__.py:1304(_clear_cache)
        5    0.000    0.000    0.007    0.001 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/dtypes/cast.py:63(maybe_convert_platform)
       39    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/indexes/base.py:681(is_)
      221    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/strings.py:2013(cons_row)
        1    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/strings.py:2019(<listcomp>)
        5    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/generic.py:1682(_check_label_or_level_ambiguity)
        1    0.000    0.000    1.716    1.716 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/generic.py:3078(to_csv)
        5    0.000    0.000    0.008    0.002 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/internals/construction.py:216(init_dict)
       34    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/series.py:517(values)
      162    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/sqlalchemy/util/langhelpers.py:446(<lambda>)
        3    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/argparse.py:1241(__init__)
       11    0.000    0.000    0.000    0.000 /Users/seiryu8808/opt/anaconda3/lib/python3.7/site-packages/pandas/core/indexes/range.py:148(_simple_new)
